I
1050 Generated by WorldEditor

1      3 1 0 VTBS Bangkok Suvarnabhumi Intl
1302 city Bangkok
112  13.67083270  100.73573363  13.67083016  100.73562325 53 102
112  13.67093202  100.73534832  13.67098755  100.73521797
111  13.67093202  100.73534832
112  13.67093202  100.73534832  13.67102677  100.73521415 53 102
112  13.67147825  100.73494562  13.67163707  100.73488176
111  13.67147825  100.73494562
114  13.67147825  100.73494562  13.67133443  100.73490243
111  13.70333573  100.74557346 53 102
112  13.70311246  100.74523949  13.70318005  100.74495413 53 102
111  13.70354698  100.74503603 53 102
111  13.70749347  100.74606726 53 102
112  13.70784348  100.74647157  13.70779831  100.74674361 53 102
113  13.70743507  100.74664477 53 102
112  13.70222490  100.74474743  13.70242198  100.74480042 53 102
111  13.70240133  100.74505524 53 102
112  13.70210930  100.74522390  13.70188415  100.74515586 53 102
113  13.70193470  100.74492245 53 102
111  13.69884872  100.74440414 53 102
112  13.69870651  100.74410298  13.69875168  100.74390615 53 102
111  13.69905974  100.74386899 53 102
111  13.70105282  100.74439001 53 102
112  13.70123700  100.74475861  13.70118106  100.74497500 53 102
113  13.70090273  100.74493985 53 102
111  13.69503277  100.74340821 53 102
112  13.69485225  100.74305799  13.69491878  100.74283190 53 102
111  13.69526901  100.74287629 53 102
111  13.69773037  100.74351850 53 102
112  13.69798424  100.74388573  13.69792795  100.74412189 53 102
113  13.69751640  100.74405670 53 102
111  13.69213979  100.74264844 53 102
112  13.69193285  100.74231117  13.69199921  100.74209495 53 102
111  13.69227378  100.74209916 53 102
111  13.69384338  100.74250775 53 102
112  13.69408250  100.74287692  13.69401507  100.74315279 53 102
113  13.69368149  100.74305300 53 102
111  13.68845591  100.74169106 53 102
112  13.68822831  100.74133438  13.68830579  100.74107884 53 102
111  13.68859280  100.74114028 53 102
111  13.69082476  100.74172156 53 102
112  13.69109615  100.74209675  13.69103968  100.74234280 53 102
113  13.69060024  100.74225573 53 102
112  13.68686726  100.74103309  13.68692372  100.74078704 53 102
111  13.68735087  100.74087869 53 102
112  13.68765442  100.74123253  13.68758701  100.74150803 53 102
113  13.68717708  100.74135803 53 102
111  13.68526064  100.74085210 53 102
112  13.68502677  100.74052170  13.68507247  100.74029522 53 102
111  13.68546716  100.74031978 53 102
111  13.68607633  100.74048337 53 102
112  13.68639173  100.74085550  13.68632467  100.74111124 53 102
113  13.68602404  100.74105451 53 102
111  13.68657459  100.74205290 53 102
112  13.68705944  100.74181904  13.68739189  100.74189975 53 102
111  13.68742748  100.74225590 53 102
111  13.68723969  100.74299162 53 102
112  13.68674327  100.74318072  13.68637388  100.74309104 53 102
113  13.68641423  100.74270870 53 102
112  13.68660023  100.74384217  13.68698656  100.74395797 53 102
111  13.68691908  100.74430363 53 102
111  13.68647981  100.74606788 53 102
112  13.68597013  100.74625981  13.68559976  100.74615389 53 102
111  13.68565448  100.74578751 53 102
113  13.68604699  100.74416938 53 102
112  13.68583490  100.74682198  13.68626311  100.74691971 53 102
111  13.68618973  100.74725413 53 102
111  13.68540070  100.75041498 53 102
112  13.68492031  100.75069020  13.68451632  100.75062634 53 102
111  13.68455838  100.75027166 53 102
113  13.68532488  100.74707891 53 102
112  13.68475454  100.75113769  13.68512657  100.75122401 53 102
111  13.68511751  100.75157082 53 102
111  13.68463975  100.75350005 53 102
112  13.68411245  100.75373043  13.68367154  100.75362567 53 102
111  13.68377421  100.75335534 53 102
113  13.68426341  100.75135899 53 102
110 1 0.00 14.7000 01L TWs
111  13.65643273  100.75147079
111  13.65686756  100.75158448 53 102
112  13.65676078  100.75094557  13.65678725  100.75071282 53 102
112  13.65727473  100.75036463  13.65754372  100.75043016 53 102
112  13.65746474  100.75102141  13.65744328  100.75121606 53 102
111  13.65715927  100.75165966
111  13.65784795  100.75183887 53 102
112  13.65779185  100.75114376  13.65788307  100.75078921 53 102
111  13.65800254  100.75073448 53 102
112  13.65839009  100.75065786  13.65861797  100.75066624
111  13.65839009  100.75065786
112  13.65839009  100.75065786  13.65845564  100.75067512 53 102
111  13.66625454  100.75270694 53 102
112  13.66609604  100.75294960  13.66608060  100.75306381 53 102
112  13.66623815  100.75338439  13.66637408  100.75353527 53 102
111  13.66692701  100.75420494
111  13.66812374  100.75451436 53 102
112  13.66757787  100.75411987  13.66738882  100.75393834 53 102
111  13.66680402  100.75338070 53 102
112  13.66670886  100.75294645  13.66684118  100.75279621
111  13.66670886  100.75294645
112  13.66670886  100.75294645  13.66680251  100.75286649 53 102
112  13.66706612  100.75292217  13.66713734  100.75294043 53 102
111  13.67062887  100.75385349 53 102
112  13.67047671  100.75432329  13.67056226  100.75466112
111  13.67047671  100.75432329
112  13.67047671  100.75432329  13.67052318  100.75447679 53 102
111  13.67063737  100.75459335 53 102
111  13.67129848  100.75533919
111  13.67234513  100.75561033 53 102
112  13.67135749  100.75483118  13.67094998  100.75436158 53 102
111  13.67095058  100.75432767 53 102
112  13.67105431  100.75402426  13.67124793  100.75394721
111  13.67105431  100.75402426
112  13.67105431  100.75402426  13.67113999  100.75398341 53 102
111  13.67134996  100.75404261 53 102
111  13.67402190  100.75474328 53 102
112  13.67398854  100.75515975  13.67408767  100.75536932 53 102
111  13.67430370  100.75568950 53 102
111  13.67344738  100.75589716
111  13.67440502  100.75614803 53 102
111  13.67461636  100.75606585 53 102
111  13.67474927  100.75623811
111  13.67561314  100.75646305 53 102
111  13.67511148  100.75587980 53 102
111  13.67665881  100.75542178 53 102
112  13.67988611  100.75626635  13.68013939  100.75633484 53 102
112  13.67996749  100.75676315  13.67978138  100.75692089 53 102
111  13.67915352  100.75702819 53 102
111  13.67831188  100.75716642
111  13.67943562  100.75745988 53 102
112  13.68084990  100.75692613  13.68106341  100.75684484 53 102
112  13.68169249  100.75673810  13.68190112  100.75679425 53 102
112  13.68329454  100.75715711  13.68342365  100.75719258 53 102
112  13.68322242  100.75764863  13.68288919  100.75778249 53 102
112  13.68209823  100.75795445  13.68190550  100.75798062 53 102
111  13.68130096  100.75794326
111  13.68286127  100.75835028 53 102
112  13.68315411  100.75813085  13.68344576  100.75807255 53 102
111  13.68452921  100.75767206 53 102
112  13.68517783  100.75765368  13.68552043  100.75774895 53 102
112  13.69007469  100.75893055  13.69020881  100.75896448 53 102
112  13.69017039  100.75948320  13.69011755  100.75969000 53 102
111  13.69003063  100.76005091 53 102
112  13.68987615  100.76017387  13.68975700  100.76019921
111  13.68987615  100.76017387
112  13.68987615  100.76017387  13.68989341  100.76017775
111  13.69043008  100.76031676 53 102
111  13.69063590  100.75945136 53 102
112  13.69106924  100.75917756  13.69141459  100.75925006
111  13.69106924  100.75917756
112  13.69106924  100.75917756  13.69132385  100.75922850 53 102
112  13.69149464  100.75938618  13.69159286  100.75949684
111  13.69149464  100.75938618
112  13.69149464  100.75938618  13.69163446  100.75954781 53 102
112  13.69139546  100.76017386  13.69121257  100.76037856 53 102
111  13.69100405  100.76046761
111  13.69149123  100.76059464 53 102
112  13.69202628  100.75997075  13.69217867  100.75936837 53 102
112  13.69263609  100.75960382  13.69279306  100.75963768 53 102
112  13.69454274  100.76000018  13.69471532  100.75996410 59 106
112  13.69493533  100.75968254  13.69504348  100.75956402 53 102
112  13.69526547  100.75927191  13.69542961  100.75924399 53 102
111  13.70449247  100.76170045 53 102
111  13.70463104  100.76228682
112  13.70493158  100.76220109  13.70508310  100.76222928
111  13.70493158  100.76220109
112  13.70493158  100.76220109  13.70496467  100.76209994 53 102
111  13.70513210  100.76191249 53 102
111  13.70540716  100.76160901 53 102
111  13.70554164  100.76100144
111  13.70480048  100.76080923 53 102
112  13.70439354  100.76113589  13.70418764  100.76107608 53 102
111  13.70365014  100.76094608 53 102
111  13.69999516  100.75999025 53 102
112  13.69961954  100.75945271  13.69972856  100.75910279
111  13.69961954  100.75945271
112  13.69961954  100.75945271  13.69944846  100.75940687
111  13.69893527  100.75928385 53 102
111  13.69888593  100.75943668 53 102
112  13.69841146  100.75957769  13.69799303  100.75947256 53 102
111  13.69551913  100.75881966 53 102
112  13.69524011  100.75832040  13.69532413  100.75798027
111  13.69524011  100.75832040
112  13.69524011  100.75832040  13.69504735  100.75826723
111  13.69475357  100.75818695 53 102
112  13.69420298  100.75848042  13.69384675  100.75839762 53 102
111  13.69161925  100.75780299 53 102
112  13.69129895  100.75727966  13.69136060  100.75690832
111  13.69129895  100.75727966
112  13.69129895  100.75727966  13.69108170  100.75722147
111  13.69077583  100.75715237 53 102
112  13.69031726  100.75746173  13.69005029  100.75739372 53 102
111  13.68871423  100.75704260 53 102
112  13.68841672  100.75653472  13.68849926  100.75622894
111  13.68841672  100.75653472
111  13.68756281  100.75631477 53 102
112  13.68708180  100.75661267  13.68673474  100.75651732 53 102
111  13.68491231  100.75605236 53 102
112  13.68470427  100.75556046  13.68479255  100.75519703 53 102
111  13.68482956  100.75504170
111  13.68430298  100.75485702 53 102
111  13.68416329  100.75542704 53 102
112  13.68365572  100.75572898  13.68326962  100.75562383 53 102
112  13.68332227  100.75517986  13.68337573  100.75490224 53 102
111  13.68343360  100.75472731
111  13.68301027  100.75452136 53 102
112  13.68285421  100.75517057  13.68281590  100.75531403 53 102
112  13.68230601  100.75537515  13.68202599  100.75528101
111  13.68230601  100.75537515
112  13.68230601  100.75537515  13.68216973  100.75533568 53 102
111  13.67631315  100.75381248 53 102
112  13.67562255  100.75428641  13.67554537  100.75435284 53 102
112  13.67493191  100.75435713  13.67465495  100.75428385 53 102
111  13.65800951  100.74993236 53 102
112  13.65715405  100.74985476  13.65684502  100.74992666 53 102
112  13.65667247  100.75021615  13.65652575  100.75043136 53 102
114  13.65643709  100.75094866  13.65641024  100.75120260 53 102
112  13.69114771  100.75840571  13.69117250  100.75827143 53 102
111  13.69145910  100.75830352 53 102
112  13.69169879  100.75854033  13.69164666  100.75869742 53 102
113  13.69138908  100.75861502 53 102
111  13.69256340  100.75894419 53 102
112  13.69231701  100.75872003  13.69235139  100.75855279 53 102
111  13.69265225  100.75862862 53 102
111  13.69421339  100.75903207 53 102
112  13.69438584  100.75923982  13.69434297  100.75940392 53 102
113  13.69411054  100.75933769 53 102
111  13.68852145  100.75790052 53 102
112  13.68826298  100.75764235  13.68829904  100.75744973 53 102
111  13.68861466  100.75752528 53 102
111  13.69025240  100.75795638 53 102
112  13.69044374  100.75820348  13.69039877  100.75839247 53 102
113  13.69014450  100.75832209 53 102
111  13.68482323  100.75693095 53 102
112  13.68456228  100.75668823  13.68460732  100.75649717 53 102
111  13.68484413  100.75655029 53 102
111  13.68715867  100.75714686 53 102
112  13.68738077  100.75741560  13.68733494  100.75760152 53 102
